d_show,p_hand,p_1c,p_2c,p_2c_h,p_3c,p_3c_h,p_4c,p_4c_h,p_5c,p_5c_h,p_6c,p_6c_h,p_7c,p_7c_h,p_final_hand,d_final,d_hit,d_bust,p_initial,p_final,p_bust,p_win
7,"J,6",J,6,0,,0,,0,,0,,0,,0,"J,6",22,1,1,16,16,0,1
7,"J,8",J,8,0,,0,,0,,0,,0,,0,"J,8",22,1,1,18,18,0,1
5,"8,9",8,9,0,,0,,0,,0,,0,,0,"8,9",25,1,1,17,17,0,1
5,"2,9",2,9,1,2,1,A,1,8,0,,0,,0,"2,9,2,A,8",13,0,0,11,22,1,0
5,"2,4",2,4,1,7,1,A,1,4,0,,0,,0,"2,4,7,A,4",24,1,1,6,18,0,1
Q,"6,9",6,9,1,2,0,,0,,0,,0,,0,"6,9,2",18,0,0,15,17,0,0
8,"J,Q",J,Q,0,,0,,0,,0,,0,,0,"J,Q",23,1,1,20,20,0,1
5,"8,9",8,9,0,,0,,0,,0,,0,,0,"8,9",22,1,1,17,17,0,1
4,"10,9",10,9,0,,0,,0,,0,,0,,0,"10,9",19,1,0,19,19,0,0
K,"J,Q",J,Q,0,,0,,0,,0,,0,,0,"J,Q",17,0,0,20,20,0,1
9,"2,10",2,10,0,,0,,0,,0,,0,,0,"2,10",22,1,1,12,12,0,1
10,"7,2",7,2,0,,0,,0,,0,,0,,0,"7,2",21,0,0,9,9,0,0
J,"A,2",A,2,1,8,0,,0,,0,,0,,0,"A,2,8",20,0,0,13,21,0,1
3,"10,2",10,2,1,Q,0,,0,,0,,0,,0,"10,2,Q",10,0,0,12,22,1,0
5,"4,Q",4,Q,1,4,0,,0,,0,,0,,0,"4,Q,4",21,1,0,14,18,0,0
Q,"A,10",A,10,0,,0,,0,,0,,0,,0,"A,10",12,0,0,21,21,0,1
5,"Q,8",Q,8,0,,0,,0,,0,,0,,0,"Q,8",18,1,0,18,18,0,0
J,"2,Q",2,Q,0,,0,,0,,0,,0,,0,"2,Q",21,1,0,12,12,0,0
7,"10,3",10,3,1,5,0,,0,,0,,0,,0,"10,3,5",17,0,0,13,18,0,1
2,"10,K",10,K,0,,0,,0,,0,,0,,0,"10,K",17,1,0,20,20,0,1
2,"4,J",4,J,0,,0,,0,,0,,0,,0,"4,J",23,1,1,14,14,0,1
9,"Q,10",Q,10,0,,0,,0,,0,,0,,0,"Q,10",19,0,0,20,20,0,1
8,"K,Q",K,Q,0,,0,,0,,0,,0,,0,"K,Q",18,0,0,20,20,0,1
2,"A,10",A,10,0,,0,,0,,0,,0,,0,"A,10",12,0,0,21,21,0,1
A,"K,5",K,5,0,,0,,0,,0,,0,,0,"K,5",17,1,0,15,15,0,0
5,"6,8",6,8,0,,0,,0,,0,,0,,0,"6,8",20,1,0,14,14,0,0
K,"10,5",10,5,1,Q,0,,0,,0,,0,,0,"10,5,Q",20,0,0,15,25,1,0
4,"J,10",J,10,0,,0,,0,,0,,0,,0,"J,10",23,1,1,20,20,0,1
5,"9,8",9,8,0,,0,,0,,0,,0,,0,"9,8",20,1,0,17,17,0,0
K,"7,4",7,4,1,8,0,,0,,0,,0,,0,"7,4,8",17,0,0,11,19,0,1
A,"6,10",6,10,0,,0,,0,,0,,0,,0,"6,10",18,1,0,16,16,0,0
9,"3,J",3,J,1,9,0,,0,,0,,0,,0,"3,J,9",20,0,0,13,22,1,0
5,"7,6",7,6,0,,0,,0,,0,,0,,0,"7,6",26,1,1,13,13,0,1
A,"4,K",4,K,0,,0,,0,,0,,0,,0,"4,K",21,0,0,14,14,0,0
K,"A,2",A,2,0,,0,,0,,0,,0,,0,"A,2",18,1,0,13,13,0,0
5,"Q,K",Q,K,0,,0,,0,,0,,0,,0,"Q,K",25,1,1,20,20,0,1
5,"6,J",6,J,1,7,0,,0,,0,,0,,0,"6,J,7",15,0,0,16,23,1,0
A,"3,4",3,4,0,,0,,0,,0,,0,,0,"3,4",21,0,0,7,7,0,0
3,"7,6",7,6,1,Q,0,,0,,0,,0,,0,"7,6,Q",5,0,0,13,23,1,0
J,"K,8",K,8,0,,0,,0,,0,,0,,0,"K,8",19,1,0,18,18,0,0
7,"5,K",5,K,1,6,0,,0,,0,,0,,0,"5,K,6",17,0,0,15,21,0,1
Q,"6,J",6,J,0,,0,,0,,0,,0,,0,"6,J",18,0,0,16,16,0,0
4,"A,7",A,7,0,,0,,0,,0,,0,,0,"A,7",20,1,0,18,18,0,0
7,"2,K",2,K,1,A,1,6,0,,0,,0,,0,"2,K,A,6",17,0,0,12,19,0,1
K,"K,8",K,8,0,,0,,0,,0,,0,,0,"K,8",20,0,0,18,18,0,0
9,"J,J",J,J,0,,0,,0,,0,,0,,0,"J,J",18,0,0,20,20,0,1
3,"7,2",7,2,1,2,1,6,0,,0,,0,,0,"7,2,2,6",22,1,1,9,17,0,1
5,"A,3",A,3,0,,0,,0,,0,,0,,0,"A,3",18,1,0,14,14,0,0
Q,"J,6",J,6,0,,0,,0,,0,,0,,0,"J,6",21,0,0,16,16,0,0
K,"Q,4",Q,4,1,9,0,,0,,0,,0,,0,"Q,4,9",17,0,0,14,23,1,0
4,"8,4",8,4,1,A,1,J,0,,0,,0,,0,"8,4,A,J",13,0,0,12,23,1,0
4,"8,Q",8,Q,0,,0,,0,,0,,0,,0,"8,Q",23,1,1,18,18,0,1
10,"8,K",8,K,0,,0,,0,,0,,0,,0,"8,K",17,0,0,18,18,0,1
A,"7,4",7,4,1,6,0,,0,,0,,0,,0,"7,4,6",21,1,0,11,17,0,0
J,"3,5",3,5,1,10,0,,0,,0,,0,,0,"3,5,10",20,0,0,8,18,0,0
K,"9,10",9,10,0,,0,,0,,0,,0,,0,"9,10",17,1,0,19,19,0,1
K,"4,8",4,8,0,,0,,0,,0,,0,,0,"4,8",25,1,1,12,12,0,1
5,"4,A",4,A,1,Q,1,K,0,,0,,0,,0,"4,A,Q,K",15,0,0,15,25,1,0
2,"J,Q",J,Q,0,,0,,0,,0,,0,,0,"J,Q",22,1,1,20,20,0,1
8,"9,8",9,8,0,,0,,0,,0,,0,,0,"9,8",17,0,0,17,17,0,0
2,"Q,7",Q,7,0,,0,,0,,0,,0,,0,"Q,7",18,1,0,17,17,0,0
9,"K,10",K,10,0,,0,,0,,0,,0,,0,"K,10",19,0,0,20,20,0,1
2,"2,Q",2,Q,1,7,0,,0,,0,,0,,0,"2,Q,7",19,1,0,12,19,0,0
Q,"8,6",8,6,1,10,0,,0,,0,,0,,0,"8,6,10",17,0,0,14,24,1,0
2,"2,5",2,5,1,K,0,,0,,0,,0,,0,"2,5,K",21,1,0,7,17,0,0
2,"3,8",3,8,1,9,0,,0,,0,,0,,0,"3,8,9",18,1,0,11,20,0,1
5,"5,6",5,6,1,10,0,,0,,0,,0,,0,"5,6,10",25,1,1,11,21,0,1
K,"6,6",6,6,0,,0,,0,,0,,0,,0,"6,6",17,1,0,12,12,0,0
2,"5,J",5,J,1,9,0,,0,,0,,0,,0,"5,J,9",12,0,0,15,24,1,0
9,"7,A",7,A,0,5,0,,0,,0,,0,,0,"7,A,5",24,1,1,18,13,0,1
7,"J,7",J,7,0,,0,,0,,0,,0,,0,"J,7",17,0,0,17,17,0,0
7,"J,10",J,10,0,,0,,0,,0,,0,,0,"J,10",17,0,0,20,20,0,1
6,"5,3",5,3,1,7,0,,0,,0,,0,,0,"5,3,7",18,1,0,8,15,0,0
2,"6,2",6,2,1,10,0,,0,,0,,0,,0,"6,2,10",19,1,0,8,18,0,0
J,"8,Q",8,Q,0,,0,,0,,0,,0,,0,"8,Q",17,0,0,18,18,0,1
8,"A,Q",A,Q,0,,0,,0,,0,,0,,0,"A,Q",18,0,0,21,21,0,1
8,"A,7",A,7,0,,0,,0,,0,,0,,0,"A,7",18,0,0,18,18,0,0
6,"5,5",5,5,1,J,0,,0,,0,,0,,0,"5,5,J",20,1,0,10,20,0,0
8,"A,J",A,J,0,,0,,0,,0,,0,,0,"A,J",10,0,0,21,21,0,1
K,"9,4",9,4,1,K,0,,0,,0,,0,,0,"9,4,K",19,0,0,13,23,1,0
4,"Q,2",Q,2,0,,0,,0,,0,,0,,0,"Q,2",18,1,0,12,12,0,0
K,"10,A",10,A,0,,0,,0,,0,,0,,0,"10,A",15,0,0,21,21,0,1
K,"J,2",J,2,1,3,0,,0,,0,,0,,0,"J,2,3",20,0,0,12,15,0,0
Q,"A,8",A,8,0,,0,,0,,0,,0,,0,"A,8",22,1,1,19,19,0,1
J,"3,10",3,10,1,A,1,3,0,,0,,0,,0,"3,10,A,3",18,0,0,13,17,0,0
7,"7,10",7,10,0,,0,,0,,0,,0,,0,"7,10",17,0,0,17,17,0,0
2,"9,6",9,6,1,3,1,7,0,,0,,0,,0,"9,6,3,7",12,0,0,15,25,1,0
6,"8,4",8,4,0,,0,,0,,0,,0,,0,"8,4",22,1,1,12,12,0,1
A,"2,5",2,5,1,10,0,,0,,0,,0,,0,"2,5,10",22,1,1,7,17,0,1
5,"4,2",4,2,1,3,1,A,0,,0,,0,,0,"4,2,3,A",17,1,0,6,20,0,1
K,"5,K",5,K,0,,0,,0,,0,,0,,0,"5,K",17,1,0,15,15,0,0
5,"A,8",A,8,0,,0,,0,,0,,0,,0,"A,8",26,1,1,19,19,0,1
9,"4,9",4,9,0,,0,,0,,0,,0,,0,"4,9",21,1,0,13,13,0,0
A,"2,J",2,J,0,,0,,0,,0,,0,,0,"2,J",21,0,0,12,12,0,0
9,"9,A",9,A,0,,0,,0,,0,,0,,0,"9,A",19,0,0,20,20,0,1
A,"7,4",7,4,1,6,0,,0,,0,,0,,0,"7,4,6",18,0,0,11,17,0,0
9,"K,6",K,6,1,8,0,,0,,0,,0,,0,"K,6,8",19,0,0,16,24,1,0
A,"7,8",7,8,0,,0,,0,,0,,0,,0,"7,8",21,0,0,15,15,0,0
K,"J,9",J,9,0,,0,,0,,0,,0,,0,"J,9",21,0,0,19,19,0,0
5,"A,9",A,9,0,,0,,0,,0,,0,,0,"A,9",20,1,0,20,20,0,0
Q,"A,A",A,A,0,,0,,0,,0,,0,,0,"A,A",25,1,1,12,12,0,1
9,"5,7",5,7,0,,0,,0,,0,,0,,0,"5,7",19,0,0,12,12,0,0
A,"J,J",J,J,0,,0,,0,,0,,0,,0,"J,J",21,0,0,20,20,0,0
6,"K,4",K,4,0,,0,,0,,0,,0,,0,"K,4",20,1,0,14,14,0,0
2,"5,3",5,3,1,5,0,,0,,0,,0,,0,"5,3,5",17,1,0,8,13,0,0
8,"6,3",6,3,1,9,0,,0,,0,,0,,0,"6,3,9",18,0,0,9,18,0,0
3,"2,J",2,J,1,Q,0,,0,,0,,0,,0,"2,J,Q",11,0,0,12,22,1,0
10,"5,2",5,2,1,7,0,,0,,0,,0,,0,"5,2,7",19,0,0,7,14,0,0
K,"9,10",9,10,0,,0,,0,,0,,0,,0,"9,10",17,0,0,19,19,0,1
8,"A,5",A,5,1,A,1,3,0,,0,,0,,0,"A,5,A,3",24,1,1,16,20,0,1
9,"7,A",7,A,0,,0,,0,,0,,0,,0,"7,A",17,1,0,18,18,0,1
5,"8,Q",8,Q,0,,0,,0,,0,,0,,0,"8,Q",18,1,0,18,18,0,0
Q,"K,K",K,K,0,,0,,0,,0,,0,,0,"K,K",18,0,0,20,20,0,1
6,"5,K",5,K,1,2,1,Q,0,,0,,0,,0,"5,K,2,Q",12,0,0,15,27,1,0
5,"4,K",4,K,1,9,0,,0,,0,,0,,0,"4,K,9",14,0,0,14,23,1,0
2,"6,A",6,A,1,K,1,Q,0,,0,,0,,0,"6,A,K,Q",12,0,0,17,27,1,0
Q,"2,J",2,J,0,,0,,0,,0,,0,,0,"2,J",19,0,0,12,12,0,0
6,"10,3",10,3,0,,0,,0,,0,,0,,0,"10,3",25,1,1,13,13,0,1
6,"10,7",10,7,1,7,0,,0,,0,,0,,0,"10,7,7",15,0,0,17,24,1,0
2,"J,8",J,8,0,,0,,0,,0,,0,,0,"J,8",22,1,1,18,18,0,1
3,"9,8",9,8,0,,0,,0,,0,,0,,0,"9,8",22,1,1,17,17,0,1
4,"8,K",8,K,0,,0,,0,,0,,0,,0,"8,K",21,1,0,18,18,0,0
K,"5,8",5,8,1,4,1,5,0,,0,,0,,0,"5,8,4,5",20,0,0,13,22,1,0
J,"7,J",7,J,0,,0,,0,,0,,0,,0,"7,J",19,0,0,17,17,0,0
5,"A,4",A,4,0,,0,,0,,0,,0,,0,"A,4",24,1,1,15,15,0,1
5,"10,Q",10,Q,0,,0,,0,,0,,0,,0,"10,Q",17,1,0,20,20,0,1
Q,"10,2",10,2,0,,0,,0,,0,,0,,0,"10,2",26,1,1,12,12,0,1
5,"K,Q",K,Q,0,,0,,0,,0,,0,,0,"K,Q",22,1,1,20,20,0,1
Q,"A,6",A,6,0,6,1,4,0,,0,,0,,0,"A,6,6,4",24,1,1,17,17,0,1
5,"7,4",7,4,1,J,0,,0,,0,,0,,0,"7,4,J",17,1,0,11,21,0,1
Q,"Q,2",Q,2,0,,0,,0,,0,,0,,0,"Q,2",20,0,0,12,12,0,0
9,"4,3",4,3,1,K,0,,0,,0,,0,,0,"4,3,K",18,1,0,7,17,0,0
Q,"3,8",3,8,1,9,0,,0,,0,,0,,0,"3,8,9",22,1,1,11,20,0,1
9,"K,6",K,6,0,,0,,0,,0,,0,,0,"K,6",25,1,1,16,16,0,1
Q,"A,A",A,A,1,8,0,,0,,0,,0,,0,"A,A,8",20,0,0,12,20,0,0
K,"10,5",10,5,1,5,0,,0,,0,,0,,0,"10,5,5",23,1,1,15,20,0,1
Q,"6,J",6,J,0,,0,,0,,0,,0,,0,"6,J",20,0,0,16,16,0,0
Q,"3,8",3,8,1,A,1,7,0,,0,,0,,0,"3,8,A,7",18,0,0,11,19,0,1
K,"4,A",4,A,0,,0,,0,,0,,0,,0,"4,A",22,1,1,15,15,0,1
8,"Q,A",Q,A,0,,0,,0,,0,,0,,0,"Q,A",11,0,0,21,21,0,1
7,"10,Q",10,Q,0,,0,,0,,0,,0,,0,"10,Q",20,1,0,20,20,0,0
2,"9,3",9,3,1,8,0,,0,,0,,0,,0,"9,3,8",22,1,1,12,20,0,1
J,"10,5",10,5,0,,0,,0,,0,,0,,0,"10,5",21,0,0,15,15,0,0
2,"Q,4",Q,4,0,,0,,0,,0,,0,,0,"Q,4",18,1,0,14,14,0,0
3,"9,Q",9,Q,0,,0,,0,,0,,0,,0,"9,Q",18,1,0,19,19,0,1
K,"5,6",5,6,1,K,0,,0,,0,,0,,0,"5,6,K",26,1,1,11,21,0,1
9,"J,4",J,4,1,5,0,,0,,0,,0,,0,"J,4,5",22,1,1,14,19,0,1
J,"2,5",2,5,1,A,1,6,0,,0,,0,,0,"2,5,A,6",20,0,0,7,14,0,0
A,"10,4",10,4,0,,0,,0,,0,,0,,0,"10,4",18,1,0,14,14,0,0
Q,"Q,10",Q,10,0,,0,,0,,0,,0,,0,"Q,10",17,0,0,20,20,0,1
6,"7,K",7,K,0,,0,,0,,0,,0,,0,"7,K",23,1,1,17,17,0,1
6,"5,A",5,A,1,J,1,2,0,,0,,0,,0,"5,A,J,2",18,1,0,16,18,0,0
K,"3,Q",3,Q,1,A,1,Q,0,,0,,0,,0,"3,Q,A,Q",15,0,0,13,24,1,0
10,"5,Q",5,Q,1,2,0,,0,,0,,0,,0,"5,Q,2",20,0,0,15,17,0,0
3,"K,5",K,5,1,5,0,,0,,0,,0,,0,"K,5,5",19,1,0,15,20,0,1
6,"9,3",9,3,1,10,0,,0,,0,,0,,0,"9,3,10",13,0,0,12,22,1,0
K,"6,Q",6,Q,1,3,0,,0,,0,,0,,0,"6,Q,3",18,0,0,16,19,0,1
A,"3,K",3,K,0,,0,,0,,0,,0,,0,"3,K",21,0,0,13,13,0,0
5,"5,5",5,5,1,10,0,,0,,0,,0,,0,"5,5,10",19,1,0,10,20,0,1
8,"5,J",5,J,0,,0,,0,,0,,0,,0,"5,J",21,1,0,15,15,0,0
10,"7,K",7,K,0,,0,,0,,0,,0,,0,"7,K",25,1,1,17,17,0,1
10,"7,J",7,J,0,,0,,0,,0,,0,,0,"7,J",22,1,1,17,17,0,1
7,"5,5",5,5,1,K,0,,0,,0,,0,,0,"5,5,K",18,0,0,10,20,0,1
A,"A,J",A,J,0,,0,,0,,0,,0,,0,"A,J",21,0,0,21,21,0,0
Q,"3,8",3,8,1,J,0,,0,,0,,0,,0,"3,8,J",20,0,0,11,21,0,1
5,"3,A",3,A,1,4,0,,0,,0,,0,,0,"3,A,4",18,1,0,14,18,0,0
6,"6,7",6,7,0,,0,,0,,0,,0,,0,"6,7",17,0,0,13,13,0,0
2,"8,K",8,K,0,,0,,0,,0,,0,,0,"8,K",22,1,1,18,18,0,1
10,"K,10",K,10,0,,0,,0,,0,,0,,0,"K,10",17,0,0,20,20,0,1
K,"5,K",5,K,0,,0,,0,,0,,0,,0,"5,K",18,1,0,15,15,0,0
A,"K,3",K,3,0,,0,,0,,0,,0,,0,"K,3",22,1,1,13,13,0,1
A,"J,K",J,K,0,,0,,0,,0,,0,,0,"J,K",19,1,0,20,20,0,1
Q,"9,2",9,2,1,7,0,,0,,0,,0,,0,"9,2,7",23,1,1,11,18,0,1
8,"7,7",7,7,1,4,0,,0,,0,,0,,0,"7,7,4",18,0,0,14,18,0,0
6,"Q,J",Q,J,0,,0,,0,,0,,0,,0,"Q,J",17,1,0,20,20,0,1
4,"A,J",A,J,0,,0,,0,,0,,0,,0,"A,J",14,0,0,21,21,0,1
A,"A,8",A,8,0,,0,,0,,0,,0,,0,"A,8",18,0,0,19,19,0,1
A,"9,6",9,6,1,3,1,A,0,,0,,0,,0,"9,6,3,A",18,1,0,15,19,0,1
3,"A,9",A,9,0,,0,,0,,0,,0,,0,"A,9",17,1,0,20,20,0,1
A,"6,A",6,A,1,2,0,,0,,0,,0,,0,"6,A,2",19,0,0,17,19,0,0
K,"Q,Q",Q,Q,0,,0,,0,,0,,0,,0,"Q,Q",21,0,0,20,20,0,0
10,"A,4",A,4,0,,0,,0,,0,,0,,0,"A,4",22,1,1,15,15,0,1
6,"9,6",9,6,0,,0,,0,,0,,0,,0,"9,6",18,1,0,15,15,0,0
10,"5,5",5,5,1,8,0,,0,,0,,0,,0,"5,5,8",20,0,0,10,18,0,0
2,"6,6",6,6,0,,0,,0,,0,,0,,0,"6,6",21,1,0,12,12,0,0
7,"7,Q",7,Q,0,,0,,0,,0,,0,,0,"7,Q",17,0,0,17,17,0,0
6,"3,10",3,10,0,,0,,0,,0,,0,,0,"3,10",18,1,0,13,13,0,0
K,"7,J",7,J,1,7,0,,0,,0,,0,,0,"7,J,7",16,0,0,17,24,1,0
A,"6,7",6,7,0,,0,,0,,0,,0,,0,"6,7",17,1,0,13,13,0,0
K,"10,8",10,8,0,,0,,0,,0,,0,,0,"10,8",19,1,0,18,18,0,0
10,"10,A",10,A,0,,0,,0,,0,,0,,0,"10,A",15,0,0,21,21,0,1
Q,"7,8",7,8,0,,0,,0,,0,,0,,0,"7,8",25,1,1,15,15,0,1
Q,"2,A",2,A,0,,0,,0,,0,,0,,0,"2,A",20,0,0,13,13,0,0
A,"J,3",J,3,0,,0,,0,,0,,0,,0,"J,3",21,0,0,13,13,0,0
2,"A,K",A,K,0,,0,,0,,0,,0,,0,"A,K",12,0,0,21,21,0,1
K,"K,4",K,4,0,,0,,0,,0,,0,,0,"K,4",20,0,0,14,14,0,0
A,"10,7",10,7,0,,0,,0,,0,,0,,0,"10,7",19,0,0,17,17,0,0
Q,"10,2",10,2,1,8,0,,0,,0,,0,,0,"10,2,8",20,0,0,12,20,0,0
8,"10,2",10,2,1,3,1,A,1,3,0,,0,,0,"10,2,3,A,3",18,0,0,12,19,0,1
8,"10,Q",10,Q,0,,0,,0,,0,,0,,0,"10,Q",20,1,0,20,20,0,0
Q,"7,2",7,2,1,J,0,,0,,0,,0,,0,"7,2,J",17,0,0,9,19,0,1
7,"10,8",10,8,0,,0,,0,,0,,0,,0,"10,8",19,1,0,18,18,0,0
8,"10,2",10,2,1,K,0,,0,,0,,0,,0,"10,2,K",11,0,0,12,22,1,0
J,"Q,6",Q,6,1,10,0,,0,,0,,0,,0,"Q,6,10",20,0,0,16,26,1,0
10,"8,A",8,A,0,,0,,0,,0,,0,,0,"8,A",18,0,0,19,19,0,1
A,"K,5",K,5,0,,0,,0,,0,,0,,0,"K,5",18,1,0,15,15,0,0
Q,"6,9",6,9,0,,0,,0,,0,,0,,0,"6,9",22,1,1,15,15,0,1
J,"4,9",4,9,1,A,1,4,0,,0,,0,,0,"4,9,A,4",17,0,0,13,18,0,1
8,"6,2",6,2,1,9,0,,0,,0,,0,,0,"6,2,9",18,0,0,8,17,0,0
A,"7,6",7,6,0,,0,,0,,0,,0,,0,"7,6",21,0,0,13,13,0,0
9,"5,3",5,3,1,5,0,,0,,0,,0,,0,"5,3,5",24,1,1,8,13,0,1
5,"10,4",10,4,0,,0,,0,,0,,0,,0,"10,4",25,1,1,14,14,0,1
5,"7,8",7,8,0,,0,,0,,0,,0,,0,"7,8",18,1,0,15,15,0,0
7,"Q,A",Q,A,0,,0,,0,,0,,0,,0,"Q,A",12,0,0,21,21,0,1
3,"8,K",8,K,0,,0,,0,,0,,0,,0,"8,K",23,1,1,18,18,0,1
5,"6,2",6,2,1,8,1,3,0,,0,,0,,0,"6,2,8,3",21,1,0,8,19,0,0
K,"5,5",5,5,1,7,0,,0,,0,,0,,0,"5,5,7",17,1,0,10,17,0,0
9,"A,8",A,8,0,,0,,0,,0,,0,,0,"A,8",19,0,0,19,19,0,0
J,"2,K",2,K,1,3,1,10,0,,0,,0,,0,"2,K,3,10",17,0,0,12,25,1,0
10,"A,6",A,6,0,6,0,,0,,0,,0,,0,"A,6,6",20,0,0,17,13,0,0
8,"2,Q",2,Q,1,5,0,,0,,0,,0,,0,"2,Q,5",19,0,0,12,17,0,0
3,"9,7",9,7,0,,0,,0,,0,,0,,0,"9,7",22,1,1,16,16,0,1
7,"4,9",4,9,1,3,1,Q,0,,0,,0,,0,"4,9,3,Q",9,0,0,13,26,1,0
4,"3,9",3,9,1,A,0,,0,,0,,0,,0,"3,9,A",20,1,0,12,13,0,0
A,"8,A",8,A,0,,0,,0,,0,,0,,0,"8,A",20,1,0,19,19,0,0
J,"Q,K",Q,K,0,,0,,0,,0,,0,,0,"Q,K",20,0,0,20,20,0,0
7,"J,7",J,7,0,,0,,0,,0,,0,,0,"J,7",20,1,0,17,17,0,0
2,"Q,10",Q,10,0,,0,,0,,0,,0,,0,"Q,10",21,1,0,20,20,0,0
K,"A,6",A,6,0,,0,,0,,0,,0,,0,"A,6",23,1,1,17,17,0,1
A,"J,10",J,10,0,,0,,0,,0,,0,,0,"J,10",21,0,0,20,20,0,0
8,"10,A",10,A,0,,0,,0,,0,,0,,0,"10,A",10,0,0,21,21,0,1
2,"6,6",6,6,1,8,0,,0,,0,,0,,0,"6,6,8",18,1,0,12,20,0,1
K,"A,7",A,7,0,,0,,0,,0,,0,,0,"A,7",18,1,0,18,18,0,0
2,"10,10",10,10,0,,0,,0,,0,,0,,0,"10,10",23,1,1,20,20,0,1
Q,"7,4",7,4,1,5,1,3,0,,0,,0,,0,"7,4,5,3",20,0,0,11,19,0,0
A,"8,9",8,9,0,,0,,0,,0,,0,,0,"8,9",21,0,0,17,17,0,0
8,"K,9",K,9,0,,0,,0,,0,,0,,0,"K,9",19,0,0,19,19,0,0
5,"K,3",K,3,0,,0,,0,,0,,0,,0,"K,3",18,1,0,13,13,0,0
6,"5,2",5,2,1,4,1,7,0,,0,,0,,0,"5,2,4,7",19,1,0,7,18,0,0
J,"2,6",2,6,1,5,1,4,1,4,0,,0,,0,"2,6,5,4,4",24,1,1,8,21,0,1
3,"3,J",3,J,1,2,0,,0,,0,,0,,0,"3,J,2",24,1,1,13,15,0,1
Q,"K,10",K,10,0,,0,,0,,0,,0,,0,"K,10",24,1,1,20,20,0,1
K,"2,3",2,3,1,Q,0,,0,,0,,0,,0,"2,3,Q",17,0,0,5,15,0,0
8,"3,K",3,K,0,,0,,0,,0,,0,,0,"3,K",19,1,0,13,13,0,0
K,"8,9",8,9,0,,0,,0,,0,,0,,0,"8,9",19,0,0,17,17,0,0
8,"2,10",2,10,0,,0,,0,,0,,0,,0,"2,10",23,1,1,12,12,0,1
K,"7,6",7,6,0,,0,,0,,0,,0,,0,"7,6",21,0,0,13,13,0,0
4,"K,A",K,A,0,,0,,0,,0,,0,,0,"K,A",12,0,0,21,21,0,1
Q,"K,2",K,2,0,,0,,0,,0,,0,,0,"K,2",19,1,0,12,12,0,0
3,"8,K",8,K,0,,0,,0,,0,,0,,0,"8,K",23,1,1,18,18,0,1
J,"8,K",8,K,1,9,0,,0,,0,,0,,0,"8,K,9",20,0,0,18,27,1,0
K,"4,6",4,6,1,9,0,,0,,0,,0,,0,"4,6,9",20,0,0,10,19,0,0
10,"Q,9",Q,9,0,,0,,0,,0,,0,,0,"Q,9",17,0,0,19,19,0,1
Q,"A,9",A,9,0,,0,,0,,0,,0,,0,"A,9",22,1,1,20,20,0,1
5,"10,2",10,2,0,,0,,0,,0,,0,,0,"10,2",22,1,1,12,12,0,1
J,"Q,K",Q,K,0,,0,,0,,0,,0,,0,"Q,K",20,0,0,20,20,0,0
Q,"9,2",9,2,1,8,0,,0,,0,,0,,0,"9,2,8",19,0,0,11,19,0,0
9,"K,6",K,6,0,,0,,0,,0,,0,,0,"K,6",19,1,0,16,16,0,0
3,"8,9",8,9,1,6,0,,0,,0,,0,,0,"8,9,6",13,0,0,17,23,1,0
7,"3,10",3,10,1,4,0,,0,,0,,0,,0,"3,10,4",17,0,0,13,17,0,0
A,"9,7",9,7,0,,0,,0,,0,,0,,0,"9,7",19,0,0,16,16,0,0
J,"6,J",6,J,0,,0,,0,,0,,0,,0,"6,J",17,0,0,16,16,0,0
Q,"5,6",5,6,1,7,0,,0,,0,,0,,0,"5,6,7",25,1,1,11,18,0,1
3,"7,J",7,J,0,,0,,0,,0,,0,,0,"7,J",23,1,1,17,17,0,1
A,"7,4",7,4,0,,0,,0,,0,,0,,0,"7,4",21,0,0,11,11,0,0
A,"6,8",6,8,1,5,0,,0,,0,,0,,0,"6,8,5",20,0,0,14,19,0,0
7,"2,9",2,9,1,4,1,J,0,,0,,0,,0,"2,9,4,J",14,0,0,11,25,1,0
2,"5,A",5,A,0,,0,,0,,0,,0,,0,"5,A",23,1,1,16,16,0,1
3,"K,Q",K,Q,0,,0,,0,,0,,0,,0,"K,Q",20,1,0,20,20,0,0
6,"Q,A",Q,A,0,,0,,0,,0,,0,,0,"Q,A",16,0,0,21,21,0,1
10,"3,5",3,5,1,A,0,,0,,0,,0,,0,"3,5,A",20,0,0,8,19,0,0
Q,"4,2",4,2,1,6,1,8,0,,0,,0,,0,"4,2,6,8",17,0,0,6,20,0,1
K,"5,10",5,10,1,7,0,,0,,0,,0,,0,"5,10,7",19,0,0,15,22,1,0
10,"A,2",A,2,0,,0,,0,,0,,0,,0,"A,2",21,0,0,13,13,0,0
A,"8,J",8,J,0,,0,,0,,0,,0,,0,"8,J",18,0,0,18,18,0,0
8,"Q,8",Q,8,1,10,0,,0,,0,,0,,0,"Q,8,10",14,0,0,18,28,1,0
J,"7,2",7,2,1,6,0,,0,,0,,0,,0,"7,2,6",20,0,0,9,15,0,0
4,"5,5",5,5,1,8,0,,0,,0,,0,,0,"5,5,8",20,1,0,10,18,0,0
4,"K,A",K,A,0,,0,,0,,0,,0,,0,"K,A",12,0,0,21,21,0,1
10,"6,8",6,8,0,,0,,0,,0,,0,,0,"6,8",26,1,1,14,14,0,1
8,"2,10",2,10,1,2,0,,0,,0,,0,,0,"2,10,2",19,0,0,12,14,0,0
8,"K,3",K,3,1,7,0,,0,,0,,0,,0,"K,3,7",20,1,0,13,20,0,0
